C;56460;1621;PEDRO ANDREU;PERE ANDREU, CARRER DE;
C;56880;1634;PEÑAGOLOSA;PENYAGOLOSA (1995), CARRER DE;
C;57150;1642;PERE BALAGUER;null;LUGAR
C;57210;0;PERE COMPTE;null;
C.N.;56070;1608;PATERNA;PATERNA, CAMÍ NOU;LUGAR
C;56220;1613;PAU;null;PUEBLO-CIUDAD
C;57720;2538;PERTUSA;null;LUGAR
C;57900;2541;PIANISTA AMPARO ITURBI;PIANISTA EMPAR ITURBI, CARRER DEL;
C.V.;58020;1665;PICASENT;PICASSENT, CAMÍ VELL DE;LUGAR
PL;58350;1676;PINTOR ANGLADA;PINTOR ANGLADA;ARTE
PL;58800;1688;PINTOR LLANOS;PINTOR LLANOS, PLAÇA DEL;ARTE
C;59160;1698;PINTOR SALA;null;ARTE
C;59370;1705;PINTOR ZARIÑENA;PINTOR ZARIÑENA, CARRER DEL;ARTE
ENTRD;59580;1713;PLANELLS;null;PUEBLO-CIUDAD
C;59940;1723;POETA ALBEROLA;POETA ALBEROLA;LETRAS
C;60150;2270;POETA BEN JAFACHA;POETA BEN HAFADJA, CARRER DEL;LETRAS
ENTRD;60750;1741;POMERO;POMERO, ENTRADA DEL;LUGAR
C;61080;1748;PORTALET;PORTALET, CARRER DEL;
C;50970;2700;"DON VICENTE GALLART ""ARCIPRESTE""";VICENT GALLART (ARXIPREST), CARRER D´EN;PUEBLO-CIUDAD
PL;51540;2532;MUSICO CUESTA;MUSIC CUESTA (1995), PLAÇA DEL;LETRAS
C;51900;1486;NA CONSTANZA MIQUEL;CONSTANÇA MIQUEL, CARRER DE NA;PUEBLO-CIUDAD
C;52230;1494;NAVARDERA;NAVARDERA, CARRER DE;PUEBLO-CIUDAD
C;50820;2595;MOSQUERUELA;MOSQUEROLA, CARRER DE;LUGAR
C;50850;1462;MOTILLA DEL PALANCAR;MOTILLA DEL PALANCAR, CARRER DE;LUGAR
C;50920;1465;MUELA;MOLA, CARRER;PUEBLO-CIUDAD
PL;52380;1499;NAVARROS;NAVARROS (2004), PLAÇA DELS;PUEBLO-CIUDAD
C;52690;0;ZZ BAJA: NIÑO JESUS;null;
PL;53010;1518;NUEVA DE LA IGLESIA;NOVA DE L'ESGLÈSIA, PLAÇA;RELIGION
C;53400;1533;OLBA;OLBA, CARRER D';LUGAR
SENDA;53460;0;ZZ BAJA: OLIVERETA;null;
ENTRD;53850;1543;ORILLA PANTANO;VORA DEL PANTÀ;LUGAR
TRV;54000;1546;TRV ORRIOLS;null;LETRAS
C;54360;1560;PADRE COSME DE TORRES;PARE COSME DE TORRES, CARRER DEL;LUGAR
C;54450;2442;PADRE DIONISIO BOIX;PARE DIONISIO BOIX, CARRER DEL;RELIGION
C;55170;1582;PAIPORTA;null;LUGAR
C;55320;1587;PALAU;null;
ENTRD;55470;1592;PALMERO;PALMERO, ENTRADA DE;
ENTRD;55650;1597;PARIDERA;null;
C;45870;2529;MARINO SIRERA;MARÍ SIRERA, CARRER DE;LUGAR
C;45900;1315;MARIOLA;MARIOLA, CARRER DE;LUGAR
C;46200;1325;MARQUES DE LACONI;MARQUÉS DE LACONI, CARRER DEL;TITULO
GRUP;46350;1330;MARQUES DE VALLTERRA;MARQUÉS DE VALLTERRA, GRUP DEL;TITULO
C;46710;2398;MARTINEZ FERRANDO;MARTINEZ FERRANDO, CARRER DE;LETRAS
CRA;46770;3349;RIO;RIU  (1995);LETRAS
C;45390;1302;MARIA AUXILIADORA;MARIA AUXILIADORA, CARRER DE;LUGAR
C;45600;1307;MARIANO BRULL;MARIÁ BRULL, CARRER DE;LUGAR
C;45630;1308;MARIANO CUBER;MARIÁ CUBER, CARRER DE;LUGAR
ENTRD;47190;1354;MATADERO EN CORTS;MATADOR D'EN CORTS, ENTRADA AL;
C;47550;1365;MEDIODIA;MIGDIA, CARRER DE;
C;48180;1385;MICER TARAZONA;MISSER TARAZONA;ARTE
C;48330;1388;MIJARES;null;PUEBLO-CIUDAD
C;48720;2433;MIRASOL;MIRA-SOL, CARRER DEL;PUEBLO-CIUDAD
ENTRD;48870;1401;MOCHOLINS;MOJOLINS, ENTRADA DELS;
ENTRD;49110;0;ZZ BAJA: MOLINERO;null;
CMNO;49320;1414;MOLINO DE LAS FUENTES;MOLI DE LES FONTS (1995) CAMI DEL;PUEBLO-CIUDAD
CMNO;49380;1416;MOLI NOU MOLES;null;PUEBLO-CIUDAD
C;49440;1421;MOMPARLER;null;
CMNO;49500;1423;MONCADA;MONTCADA, CAMÍ DE;LUGAR
C;49680;1428;MONGO;null;
CTRA;49800;1431;MONJO;MONJO, CARRETERA DE;LETRAS
C;49920;1434;MONSERRAT;MONTSERRAT, CARRER DE;PUEBLO-CIUDAD
C;50310;1447;MORAIRA;MORAIRA, CARRER DE;PUEBLO-CIUDAD
C;40110;2395;JUAN PIÑOL;JOAN PIÑOL, CARRER DE;
C;40290;1154;JULIAN PEÑA;JULIAN PEÑA;
C;40320;1155;JULIO ANTONIO;JULIO ANTONIO, CARRER DE;EVENTO
C;40380;1157;JUMILLA;JUMELLA;LUGAR
C;40530;1161;"PASTOR FUSTER ""BIBLIOGRAFO""";null;
C;40800;0;PLANA, LA;null;LUGAR
C;41190;1179;LAVADERO;LLAVADOR, CARRER DEL;
C;41580;2303;LIBRERO ESCLAPES;LLIBRER ESCLAPÉS;
C;42150;1206;LORENZO SAIZ;LORENZO SAIZ, CARRER DE;LETRAS
C;42570;1218;LUCES;LLUMS (1995), CARRER DE LES;
C;42690;2409;LUGRE;LUGRE, CARRER DEL;
C;42960;1228;LUIS JORDANA DE POZAS;null;PUEBLO-CIUDAD
C;43350;1240;LLANO SAN BERNARDO;PLA DE SANT BERNAT, CARRER DEL;LUGAR
ENTRD;43440;1243;LLIBEROS;LLIBERÓS, ENTRADA DE;LUGAR
C;43830;1256;MAESTRO ALBERTO LUZ;MESTRE ALBERTO LUZ, CARRER DEL;LETRAS
C;44040;1262;MAESTRO CRISTOBAL LEON;MESTRE CRISTÓBAL LEÓN, CARRER DEL;LETRAS
CMNO;44310;1271;MAHUELLA;MAUELLA, CAMÍ DE;LUGAR
C;44820;1290;MANUEL CASTELLANOS;MANUEL CASTELLANOS, CARRER DE;ARTE
AV;44960;3067;MANUEL SOTO (INGENIERO);MANUEL SOTO (ENGINYER), AVINGUDA DE;CIENCIA
ENTRD;45270;0;MARDA;null;LUGAR
C;34590;1001;GRABADOR SELMA;GRAVADOR SELMA, CARRER DEL;ARTE
C.H.;34740;1005;GRAO;GRAU , CAMÍ FONDO;
C;34770;1007;GREGORIO GEA;GREGORI GEA, CARRER DE;LUGAR
C;34870;2658;GUADALETE;GUADALETE, CARRER DEL;
C;34890;1011;GUADASEQUIES;null;LUGAR
C;34920;1012;GUADASUAR;GUADASSUAR  (1995), CARRER DE;LUGAR
C;35160;1017;GUILLEN DEL REY;GUILLEM DEL REI;POLITICA
C;35940;1035;HISTORIADOR CHABAS;HISTORIADOR CHÁBAS;LETRAS
PL;36300;1045;HORNO DE SAN NICOLAS;FORN DE SANT NICOLAU;LUGAR
C;36480;1048;HUERTO DE DON VICENTE;HORT D'EN VICENT, CARRER DE L';PUEBLO-CIUDAD
C;36900;1060;IGLESIA DE VERA;ESGLÉSIA DE VERA, CARRER DE L';RELIGION
C;37380;1070;ISIDRO BALLESTER;ISIDRE BALLESTER, CARRER D';PUEBLO-CIUDAD
C;37470;2611;ISLAS CANARIAS;ILLES CANÀRIES;LUGAR
C;38730;1108;JOSE BALAGUER;JOSEP BALAGUER, CARRER DE;PUEBLO-CIUDAD
C;38790;1110;JOSE BARBERA FALCO;JOSEP BARBERÀ FALCÓ;PUEBLO-CIUDAD
PL;39030;1116;JOSE MARIA TRENCO;JOSÉ MARÍA TRENCO, PLAÇA DE;LUGAR
C;39090;0;JOSE OLMOS;null;PUEBLO-CIUDAD
C;39510;1132;JUAN BAUTISTA PASTOR;JUAN BAUTISTA PASTOR, CARRER DE;
C;29280;2341;EXPLORADOR ANDRES;EXPLORADOR ANDRES;PUEBLO-CIUDAD
ENTRD;29340;853;FABRICA DE HARO Y OLMOS;FABRICA DE HARO I OLMOS, ENTRADA;PUEBLO-CIUDAD
SENDA;29490;856;FANALERO;FANALER (1995);
C;29550;858;FAURA;FAURA, CARRER DE;LUGAR
PL;29580;860;FEDERICO MAYO;FEDERICO MAYO, PLAÇA DE;EVENTO
C;29730;864;FELIPE PEÑARROCHA;null;
C;29970;872;FERNANDEZ DE MESA;FERNANDEZ DE MESA, CARRER DE;
ENTRD;30180;878;FILERO;FILERO, ENTRADA DEL;LETRAS
C;30630;893;FONT ROJA;null;
ENTRD;30930;901;FRANCES;FRANCES, ENTRADA DEL;
C;31020;2453;FRANCISCO BARRACHINA ESTEBAN;FRANCESC BARRACHINA ESTEBAN, CARRER DE;PUEBLO-CIUDAD
C;31350;2693;FRANCISCO MOROTE GREUS;FRANCISCO MOROTE GREUS;PUEBLO-CIUDAD
C;31620;919;FRAY PEDRO PONCE DE LEON;FRAY PEDRO PONCE DE LEÓN, CARRER DE;
CRA;31920;930;FUENTE DE SAN LUIS;FONT DE SANT LLUIS (1995)  **** (OBS.);LUGAR
C;32310;2510;GALEON;null;
C;32490;944;GARCES;GARCÉS, CARRER DE;PUEBLO-CIUDAD
ENTRD;32700;949;GARROFA;GARROFA, ENTRADA DE LA;LUGAR
C;33270;967;GENERAL NAVARRO SANGRAN;GENERAL NAVARRO  SANGRAN, CARRER DEL;RELIGION
C;33330;0;GENERAL PANDO;null;LUGAR
C;33570;2513;GERANIOS;GERANIS, CARRER DE LES;PUEBLO-CIUDAD
SENDA;33990;3430;GODELLA;GODELLA, SENDA DE;LUGAR
ENTRD;34110;990;GOLA DEL PERELLONET;GOLA DEL PERELLONET, ENTRADA DE LA;LUGAR
CMNO;34350;994;GOS GUSS;GOS GUSS, CAMÍ DEL;
C;23430;2463;GREMIS, DELS;null;
C;23760;702;DIONISIO ROSELLO;DONÍS ROSELLÓ, CARRER DE;LUGAR
PL;23790;3255;TRIBUNAL DE LES AIGUES;TRIBUNAL DE LES AIGÜES;PUEBLO-CIUDAD
PJE;23870;2615;DOCTOR BARTUAL MORET;DOCTOR BARTUAL MORET, PASSATGE DEL;CIENCIA
C;24120;710;DOCTOR ENRIQUE LOPEZ;DOCTOR ENRIC LOPEZ;CIENCIA
C;24600;2397;DOCTOR MONTORO;DOCTOR MONTORO, CARRER DEL;CIENCIA
C;25740;0;DOÑA MARIA CARBONELL;null;LUGAR
C;26430;772;CANEY, EL;CANEY, CARRER D'EL;
C;26550;777;POBLET, EL;POBLET, CARRER DEL;LUGAR
C;27210;799;EN LLOP;LLOP, CARRER D'EN;
C;27600;801;ENOVA;ENOVA, CARRER DE L';LUGAR
C;27810;0;EPIFANIO LOZANO;null;
C;28380;828;ESCUELAS DEL TEMPLE;ESCOLES DEL TEMPLE, CARRER DE LES;LUGAR
ENTRD;29040;2340;ESTIGUET;ESTIGUET, ENTRADA D';
C;18360;549;CERRAJEROS;MANYANS, CARRER;
PL;18420;552;CIEGOS;CECS;
C;18450;553;CIENFUEGOS;CENT FOCS  (1995)//CIENFUEGOS (2003);LUGAR
C;18780;2493;CLARACHET;CLARACHET CARRER DE;
C;18840;2469;CLAVELES;CLAVELLS CARRER DELS;PUEBLO-CIUDAD
C;18990;567;COBERTIZO BORDADORES;COBERTÍS DELS BRODADORS ;LUGAR
C;19800;2261;CONCHITA PIQUER;CONCHITA PIQUER CARRER DE;PUEBLO-CIUDAD
ENTRD;20340;609;CONOLES;CONOLES ENTRADA DE;PUEBLO-CIUDAD
C;20490;614;CONVENTO;CONVENT, CARRER DEL;LUGAR
C;20790;2929;CORBETA;CORBETA, CARRER DE LA;
C;20970;633;CORTES DE PALLAS;null;LUGAR
ENTRD;21150;3436;COSTABAIXA;COSTABAIXA, ENTRADA DE LA;
C;21280;0;EP FRANCISCO MONLEON;null;
C;21510;649;CRISTO DE LA LUZ;CRIST DE LA LLUM, CARRER DEL;
C;21790;0;CRUZ MISLATA;null;LUGAR
ENTRD;21960;662;CUBANO;CUBÀ;
C;22110;666;CUEVAS CAMALES;COVES DE CAMALES, CARRER DE LES;PUEBLO-CIUDAD
C;22200;0;CUEVAS REGINA;null;LUGAR
C;22320;673;CURA MONZO;MOSSÉN MONZÓ, CARRER DE;RELIGION
CTRA;22440;677;CHANDI;XANDÍ;
C;22860;688;DAIMUZ;null;LUGAR
C;23310;2465;ESCUDILLERS, DELS;null;PUEBLO-CIUDAD
C;10920;329;BERNARDO GOMEZ IGUAL;BERNAT GOMEZ IGUAL CARRER DE;
C;10980;332;BERNAT Y BALDOVI;BERNAT I BALDOVÍ CARRER DE;
C;11040;334;BERNI Y CATALA;BERNI I CATALÁ CARRER DE;
ENTRD;11190;338;BISARRON;null;PUEBLO-CIUDAD
C;11460;3422;BLOQUE PORTUARIOS;BLOC DELS PORTUARIS CARRER DEL;LUGAR
PL;11520;346;BOCHA;BOTXA, PLAÇA DE LA;
ENTRD;12810;384;CABOTA;CABOTA, ENTRADA DE;PUEBLO-CIUDAD
ENTRD;13110;394;CALAINO;null;PUEBLO-CIUDAD
CTRA;13560;406;CAMILO;CAMIL, CARRETERA DE;
C;13740;412;CAMPILLO DE ALTOBUEY;CAMPILLO DE ALTOBUEY, CARRER DE;LUGAR
C;13861;416;CAMPOS (PROLONGACION);null;PUEBLO-CIUDAD
C;13980;420;CANALETA;null;
PL;14100;422;CANONIGO;CANONGE, PLAÇA DEL;RELIGION
ENTRD;15600;464;CASA BAJOCA;CASA DE BAJOCA, ENTRADA A LA;LUGAR
ENTRD;15630;465;CASA BENGALA;null;LUGAR
CMNO;15780;470;CASA CLEMENCIA;CASA DE LA CLEMENCIA ENTRADA A LA;LUGAR
ENTRD;15810;471;CASA COJO QUILIS;CASA DEL COIX QUILIS ENTRADA A LA;LUGAR
ENTRD;16050;479;CASA EL HOMBRE;CASA DEL HOMBRE ENTRADA A LA;LUGAR
ENTRD;16080;480;CASA EL LLARC;CASA DEL LLARG ENTRADA A LA;LUGAR
ENTRD;16200;484;CASA ELS MINGUETS;CASA DELS MINGUETS ENTRADA A LA;LUGAR
ENTRD;16330;3423;CASA NEGRA;CASA NEGRA ENTRADA A LA;LUGAR
ENTRD;16380;488;CASA NOFRE;CASA DE NOFRE ENTRADA A LA;LUGAR
ENTRD;16500;492;CASA QUERADILLA;CASA DE QUERADILLA ENTRADA A LA;LUGAR
ENTRD;16650;497;CASA EL SERENO;CASA DEL SERENO ENTRADA A LA;LUGAR
ENTRD;16770;502;CASAS ANGEL;CASES D´ANGEL ENTRADA A LES;LUGAR
C;16920;508;CASAS CONTELL;CASES DE CONTELL CARRER DE LES;LUGAR
C;17040;512;CASAS DEL REAL;null;LUGAR
CMNO;17070;514;CASAS TENDETA;CASES DE LA TENDETA CAMI DE LES;LUGAR
CMNO;17220;517;CASTELLAR;CASTELLAR CAMÍ DEL;PUEBLO-CIUDAD
C;17340;522;CASTILLO;CASTELL CARRER DEL;
PL;25110;2671;DOCTOR TORRENS;DOCTOR TORRENS, PLAÇA DEL;CIENCIA
C;14880;444;CARIÑO;null;PUEBLO-CIUDAD
C;14970;446;CARLOS CERVERA;CARLES CERVERA, CARRER DE;PUEBLO-CIUDAD
C;15060;2423;CARMELO RODA;CARMELO RODA, CARRER DE;LUGAR
SENDA;15150;450;CARMONA;CARMONA, SENDA DE;LUGAR
C;15210;453;CARNICEROS;CARNISSERS, CARRER DELS;
PL;24900;732;DOCTOR SEGUER;DOCTOR SEGUER, PLAÇA DEL;CIENCIA
C;25410;745;DOMEÑO;null;LUGAR
C;37950;1085;JAIME VILLANUEVA;JAUME VILLANUEVA, CARRER DE;LETRAS
C;38250;1094;JESUS;JESUS;
C;76380;2198;VILLANUEVA Y GASCONS;VILLANUEVA I GASCONS;LUGAR
CMNO;76530;3026;VINALESA;VINALESA;LUGAR
PL;81254;3131;PINTOR DUBON;PINTOR DUBÓN, PLAÇA DEL;ARTE
C;81270;3203;MELIANA;MELIANA, CARRER DE;LUGAR
C;81271;3187;ESCULTOR MORA CIRUJEDA;ESCULTOR MORA CIRUJEDA, CARRER DE L';ARTE
C;81619;11065;JOSE MARIA CERVERA LLORET (MUSIC);null;LUGAR
C;570;2273;ACTOR MAURI;ACTOR MAURI, CARRER DE L';ARTE
CTRA;1110;30;ALBA;ALBA, CARRETERA D´;PUEBLO-CIUDAD
C;10080;0;BENIARJO;null;LUGAR
C;10410;0;BENIFAZA;null;LUGAR
C;10680;322;BENIPARRELL;null;LUGAR
CMNO;450;13;ACEQUIA FABIANA;SÉQUIA FABIANA, CARRER;LUGAR
C;870;23;AITANA;AITANA, CARRER D';
AV;900;3140;BLASCO IBAÑEZ;BLASCO IBAÑEZ ;LETRAS
C;150;2477;ABEJUELA;ABELLETA, CARRER // ABEJUELA;LUGAR
PL;300;3108;DOCTOR LORENZO DE LA FLOR;DOCTOR LLORENÇ DE LA FLOR, PLAÇA DEL;CIENCIA
SENDA;1530;44;ALBORS;ALBORS SENDA D';LUGAR
C;1830;52;DOCTOR EMILI RAMON LLIN;DOCTOR EMILI RAMON LLIN, CARRER DEL;CIENCIA
C;2040;58;ALEGRIA;ALEGRIA CARRER DE L';
C;2280;63;ALFAMBRA;ALFAMBRA CARRER D';LUGAR
PL;2730;75;ALMANSA;ALMANSA PLAÇA D';LUGAR
CMNO;3150;89;ALQUERIA DE ACNA;null;LUGAR
CMNO;3300;94;ALQUERIA DE L'ANIMA;ALQUERIA DE L'ÀNIMA CAMI DE L';LUGAR
CMNO;3480;101;ALQUERIA DEL CACHORRO;ALQUERIA DEL CACHORRO CAMI DE L';LUGAR
CMNO;3570;105;ALQUERIA DE CARDONA;ALQUERIA DE CARDONA CAMÍ DE L';LUGAR
C;3720;110;ALQUERIA ENRIQUE ORTIZ;null;LUGAR
C;3750;2695;ALQUERIA DE LA ESTRELLA;ALQUERIA DE L´ESTRELLA CARRER DE L';LUGAR
CMNO;3840;113;ALQUERIA GASPARO;ALQUERIA DE GASPARO CAMÍ DE L';LUGAR
ENTRD;4080;118;ALQUERIA NOVA;ALQUERIA NOVA ENTRADA DE L';LUGAR
ENTRD;4200;121;ALQUERIA DEL PASSIEGO;ALQUERIA DEL PASIEGO, ENTRADA DE L';LUGAR
CMNO;4500;133;ALQUERIA DEL SECH;null;LUGAR
CMNO;4740;144;ALQUERIAS DE SANTA ANA;ALQUERIES DE SANTA ANNA CAMÍ DE LES;RELIGION
CMNO;4890;149;ALTER;ALTER CAMÍ DE L';
C;5070;2420;AMADEO DESFILIS;AMADEU DESFILIS CARRER D';LUGAR
C;5190;158;AMOROSAS;null;PUEBLO-CIUDAD
C;5550;167;ANGEL GUIMERA;ÀNGEL GUIMERÀ, CARRER DE L';
C;5670;170;ANGOSTA DEL ALMUDIN;ESTRET DE L'ALMODÍ;LUGAR
PL;5880;2478;ANTONIO CORTIS;ANTONI CORTIS (1995) PLAÇA D';
C;6630;2321;ARQUITECTO GASCO;ARQUITECTE GASCÓ CARRER DE L';ARTE
C;7050;211;ARTESANOS;ARTESANS (1995);RELIGION
C;7260;219;ARZOBISPO MELO;ARQUEBISBE MELO CARRER DE L';RELIGION
C;7500;225;ATARAZANAS;null;MILITAR
C;8140;3421;BAJADA AL PANTANO;BAIXADA AL PANTA, CARRER;LUGAR
C;8160;245;BAJADA DE SAN MIGUEL;null;LUGAR
C;8370;0;BALSAS;null;
ENTRD;9180;275;BARRAQUES DE LLACER;BARRAQUES DE LLÀCER ENTRADA DE LES;
C;9330;278;BEATA INES;BEATA AGNES;PUEBLO-CIUDAD
C;9600;287;BELCHITE;BELCHITE CARRER DE;LUGAR
ENTRD;11760;353;BOQUERA;BOQUERA ENTRADA DE;PUEBLO-CIUDAD
CMNO;12270;367;BROSQUIL;BROSQUIL, CAMÍ DEL;LETRAS
CMNO;14580;434;CARAGOLERO;CARAGOLERO, CAMÍ DEL;LUGAR
PL;14760;440;CARDENAL MONESCILLO;CARDENAL MONESCILLO, CARRER DEL;RELIGION
C;40650;2827;GUARDIA CIVIL, LA;GUARDIA CIVIL, CARRER DE LA;MILITAR
C;40690;2630;MACARENA, LA;MACARENA, CARRER DE LA;LUGAR
C.V.;40860;1173;PUNTA, LA;PUNTA, CAMÍ VELL DE LA;LUGAR
C;40920;1175;REGION, LA;REGIÓ, CARRER DE LA;
C;40950;1177;SEÑERA, LA;LA SENYERA (1995);
C;41010;1180;YESA, LA;IESSA, CARRER DE LA;PUEBLO-CIUDAD
C;41130;1166;LANDERER;LANDERER, CARRER DE;
C;41310;1185;LEON XIII;LLEO XIII  (1995), CARRER DE;
C;41490;1188;PENYETES, LES;null;LUGAR
C;41400;1186;LEPANTO;LEPANT, CARRER DE;
C;41520;1189;LEVANTE;LLEVANT, CARRER DE;
C;41640;1192;LINARES;LINARES;PUEBLO-CIUDAD
C;41700;1194;LINTERNA;LLANTERNA, CARRER DE LA;
C;41820;1198;LIRIO;LLIRI, CARRER DEL;LETRAS
C;41850;1199;LITERATO AZORIN;LITERAT AZORÍN, CARRER DEL;LUGAR
C;41880;1200;LITERATO GABRIEL MIRO;LITERAT GABRIEL MIRÓ, CARRER DEL;
C;42000;2292;LOPE DE RUEDA;LOPE DE RUEDA, CARRER DE;PUEBLO-CIUDAD
C;42270;1211;CENTELLES, LOS;CENTELLES CARRER DELS;PUEBLO-CIUDAD
AV;42340;2632;NARANJOS, LOS;TARONGERS;
AV;42390;1213;PINARES, LOS;PINARS, AVINGUDA DELS;LUGAR
C;42450;1215;SANTOS, LOS;SANTS;RELIGION
C;42480;2297;VENERABLES;VENERABLES;PUEBLO-CIUDAD
C;42540;1209;LOSA DEL OBISPO;LLOSA DEL BISBE, CARRER DE LA;LUGAR
C;42720;1222;LUIS ALCAÑIZ;null;LUGAR
C;42780;1224;LUIS CAMPOS;LLUIS CAMPOS, ;LUGAR
C;42840;2425;LUIS CRUMIERE;LUIS CRUMIERE, CARRER DE;LUGAR
C;42930;1227;LUIS JANINI;LLUÍS JANINI, CARRER DE;
C;42990;1229;LUIS LAMARCA;LLUÍS LAMARCA;LUGAR
C;43020;1230;LUIS MILAN;LLUÍS DE MILÁ, CARRER DE;
C;43080;1232;LUIS PEIXO;LLUIS PEIXÓ, CARRER DE;
C;43110;1233;LUIS SANTANGEL;LLUÍS DE SANTÁNGEL, CARRER DE;RELIGION
C;43140;1234;LUIS VIVES;LLUÍS VIVES;
BARRO;43200;1236;LUZ;LLUM, BARRI DE LA;
C;43260;1237;LLADRO Y MALLI;LLADRO I MALLI;
ENTRD;43530;1246;LLOQUERO;LLOQUERO, ENTRADA DEL;PUEBLO-CIUDAD
CTRA;43560;1247;LLORA;LLORA, CARRETERA DE;LETRAS
C;43650;1251;MADRE SACRAMENTO;MARE SACRAMENT, CARRER DE LA;
C;43710;1253;MADRINA;PADRINA, CARRER DE LA;RELIGION
C;43770;1380;MESTRE RACIONAL;MESTRE RACIONAL, CARRER DEL;LETRAS
C;43800;1255;MAESTRO AGUILAR;MESTRE AGUILAR, CARRER DEL;LETRAS
C;43920;1258;MAESTRO BELLVER;MESTRE BELLVER;LUGAR
C;43950;1259;MAESTRO BUENAVENTURA PASCUAL;MESTRE BUENAVENTURA PASCUAL, CARRER DEL;LETRAS
C;43980;1260;MAESTRO CABALLERO;MESTRE CABALLERO, CARRER DEL;LUGAR
C;44070;1263;MAESTRO GOZALBO;MESTRE GOZALBO, CARRER DEL;LETRAS
C;44100;1264;MAESTRO GUERRERO;MESTRE GUERRERO, CARRER DEL;LETRAS
C;44130;1265;MAESTRO JOSE SERRANO;MESTRE JOSÉ SERRANO, CARRER DEL;LETRAS
C;44220;1268;MAESTRO SOSA;MESTRE SOSA, CARRER DEL;LUGAR
C;44400;1274;MALDONADO;MALDONADO, CARRER DE;LUGAR
CTRA;44460;1276;MALILLA;MALILLA, CARRERA DE;LUGAR
C.V.;44490;1277;MALILLA;MALILLA, CAMÍ VELL DE;LUGAR
C;44580;1281;MALLORQUINS;MALLORQUINS, CARRER DELS;PUEBLO-CIUDAD
CTRA;44610;1282;MANDINGORRA;MANDINGORRA, CARRETERA DE;PUEBLO-CIUDAD
PL;44640;1283;MANISES;MANISES;LUGAR
C;44760;1288;MANUEL ARNAU;MANUEL ARNAU, CARRER DE;ARTE
PL;44880;2370;MANUEL GRANERO;MANUEL GRANERO, PLAÇA DE;PUEBLO-CIUDAD
C;44910;1291;MANUEL MARTI;null;LUGAR
C;44940;1292;MANUEL SIMO;MANUEL SIMÓ;PUEBLO-CIUDAD
C;45060;1294;MAÑA;MANYA, CARRER DEL;LETRAS
C;45090;1295;MAR;MAR;LUGAR
C;45120;2590;MARCELINO GINER;MARCEL-LÍ GINER, CARRER DE;LUGAR
C;45210;1298;MARCHALENES;MARXALENES, CARRER DE;LUGAR
C;45810;3065;MARINO BLAS DE LEZO;MARÍ BLAS DE LEZO, CARRER DE;LUGAR
C;45930;1316;MARISCAL FOCH;MARISCAL FOCH, CARRER DE;LUGAR
C;46020;1319;MARQUES DE CAMPO;MARQUÉS DE CAMPO, CARRER DEL;TITULO
C;46050;1320;MARQUES DE CARO;MARQUÉS DE CARO, CARRER DEL;TITULO
C;46230;1326;MARQUES DE MASCARELL;null;TITULO
C;46260;1327;MARQUES DE MONTORTAL;MARQUÉS DE MONTORTAL, CARRER DEL;TITULO
C;46380;1331;MARQUES DE ZENETE;MARQUÉS DE CENETE, CARRER DEL;TITULO
C;46410;2418;MARQUESA PATERNA DEL CAMPO;MARQUESA PATERNA DEL CAMPO CARRER DE LA;TITULO
C;46440;1332;MARSELLA;MARSELLA;LUGAR
C;46470;1333;MARTI;MARTI, CARRER DE;LETRAS
C;46590;1340;MARTIN MENGOD;MARTÍN MENGOD;LUGAR
C;46680;1338;MARTINEZ CUBELLS;MARTÍNEZ CUBELLS, CARRER DE;LUGAR
C;46860;1349;MAS Y BOHER;MAS I BOHER (1995), CARRER DE;LUGAR
C;47040;3022;MASCARON;MASCARÓ, CARRER DEL;
C;47070;1351;MASCOTA;MASCOTA, CARRER DE LA;
C;47130;1353;MASQUEFA;MASQUEFA, CARRER DE;LUGAR
C;47250;1356;MATEO ESCRIVA;MATEO ESCRIVÀ, CARRER DE;PUEBLO-CIUDAD
C;47280;1357;MATHEU Y SANZ;MATEU I SANÇ, CARRER DE;RELIGION
C;47310;1358;MATIAS PERELLO;MATIES PERELLÓ, CARRER DE;LUGAR
C;47340;1359;MAURO GUILLEN;MAURO GUILLÉN, CARRER DE;
C;47400;1362;MAXIMILIANO THOUS;MAXIMILIÀ THOUS, CARRER DE;LETRAS
C;47490;1363;MEDICO ESTEVE;METGE ESTEVE, CARRER DEL;
C;47670;1369;MENDEZ NUÑEZ;MÉNDEZ NÚÑEZ, CARRER DE;
C;47680;2631;MENDIZABAL;MENDIZABAL, CARRER DE;PUEBLO-CIUDAD
C;47700;1370;MENDOZA;MENDOZA;
PL;47820;1373;MERCADO;MERCAT, PLAÇA DEL;LUGAR
C;48000;1377;MESON DE MORELLA;HOSTAL DE MORELLA, CARRER DE L';LUGAR
C;48060;1379;MESTRE MARCAL;MESTRE MARÇAL, CARRER DE;LUGAR
C;48090;1381;MICALET;null;
C;48240;1386;MIGUEL AGRAIT;MIQUEL AGRAÏT, CARRER DE;
C;48300;2593;MIGUEL SERVET;MIGUEL SERVET;
C;48390;1390;MILAGROSA;MIRACULOSA, CARRER DE LA;LUGAR
C;48480;1392;MINGLANILLA;null;LUGAR
C;48600;1395;MIÑANA;MINYANA, CARRER DE;
PL;48630;1396;MIRACLE DEL MOCADORET;null;PUEBLO-CIUDAD
C;48660;1397;MIRACLE DELS PEIXETS;MILAGRO DE LOS PECES, CALLE DEL;LUGAR
